ID,timeStamp,packetNumber,sampleNumber,accX,accY,accZ,gyrX,gyrY,gyrZ
5,1496892446,800,1,-8,74,60,0,0,0
5,1496892446,800,2,-8,74,60,0,0,0
5,1496892446,800,3,-8,74,60,0,0,0
5,1496892446,800,4,-8,74,60,0,0,0
5,1496892446,800,5,-8,76,60,0,0,0
5,1496892446,800,6,-6,74,60,0,0,0
5,1496892446,800,7,-8,74,60,0,0,0
5,1496892446,800,8,-8,74,60,0,0,0
5,1496892446,800,9,-6,74,60,0,0,0
5,1496892446,800,10,-6,74,60,0,0,0
5,1496892446,800,11,-6,74,60,0,0,0
5,1496892446,800,12,-8,74,60,0,0,0
5,1496892446,800,13,-6,74,60,0,0,0
5,1496892446,800,14,-8,74,60,0,0,0
5,1496892446,800,15,-8,76,60,0,0,0
5,1496892446,800,16,-8,76,60,0,0,0
5,1496892446,800,17,-8,74,60,0,0,0
5,1496892446,800,18,-6,74,60,0,0,0
5,1496892446,800,19,-8,74,60,0,0,0
5,1496892446,800,20,-6,74,60,0,0,0
5,1496892447,801,1,-8,74,60,0,0,0
5,1496892447,801,2,-8,74,60,0,0,0
5,1496892447,801,3,-6,74,60,0,0,0
5,1496892447,801,4,-8,76,60,0,0,0
5,1496892447,801,5,-8,74,60,0,0,0
5,1496892447,801,6,-8,74,60,0,0,0
5,1496892447,801,7,-8,74,60,0,0,0
5,1496892447,801,8,-8,74,60,0,0,0
5,1496892447,801,9,-8,74,60,0,0,0
5,1496892447,801,10,-6,74,60,0,0,0
5,1496892447,801,11,-6,76,60,0,0,0
5,1496892447,801,12,-8,76,60,0,0,0
5,1496892447,801,13,-8,74,60,0,0,0
5,1496892447,801,14,-6,74,60,0,0,0
5,1496892447,801,15,-8,74,60,0,0,0
5,1496892447,801,16,-6,74,60,0,0,0
5,1496892447,801,17,-8,74,60,0,0,0
5,1496892447,801,18,-8,74,60,0,0,0
5,1496892447,801,19,-8,74,60,0,0,0
5,1496892447,801,20,-8,74,60,0,0,0
5,1496892448,802,1,-8,74,60,0,0,0
5,1496892448,802,2,-8,74,60,0,0,0
5,1496892448,802,3,-6,76,60,0,0,0
5,1496892448,802,4,-8,74,60,0,0,0
5,1496892448,802,5,-8,74,60,0,0,0
5,1496892448,802,6,-8,74,60,0,0,0
5,1496892448,802,7,-8,74,60,0,0,0
5,1496892448,802,8,-8,74,60,0,0,0
5,1496892448,802,9,-8,74,60,0,0,0
5,1496892448,802,10,-8,74,60,0,0,0
5,1496892448,802,11,-8,76,60,0,0,0
5,1496892448,802,12,-6,76,60,0,0,0
5,1496892448,802,13,-6,74,60,0,0,0
5,1496892448,802,14,-8,74,60,0,0,0
5,1496892448,802,15,-8,76,60,0,0,0
5,1496892448,802,16,-8,74,60,0,0,0
5,1496892448,802,17,-8,74,60,0,0,0
5,1496892448,802,18,-6,76,60,0,0,0
5,1496892448,802,19,-6,74,60,0,0,0
5,1496892448,802,20,-8,74,60,0,0,0
5,1496892449,803,1,-8,74,60,0,0,0
5,1496892449,803,2,-8,74,60,0,0,0
5,1496892449,803,3,-8,76,60,0,0,0
5,1496892449,803,4,-8,74,60,0,0,0
5,1496892449,803,5,-8,74,60,0,0,0
5,1496892449,803,6,-8,76,60,0,0,0
5,1496892449,803,7,-6,76,60,0,0,0
5,1496892449,803,8,-6,76,60,0,0,0
5,1496892449,803,9,-8,74,60,0,0,0
5,1496892449,803,10,-6,74,60,0,0,0
5,1496892449,803,11,-6,74,60,0,0,0
5,1496892449,803,12,-8,74,60,0,0,0
5,1496892449,803,13,-8,76,60,0,0,0
5,1496892449,803,14,-8,74,60,0,0,0
5,1496892449,803,15,-8,74,60,0,0,0
5,1496892449,803,16,-6,74,60,0,0,0
5,1496892449,803,17,-8,74,60,0,0,0
5,1496892449,803,18,-6,74,60,0,0,0
5,1496892449,803,19,-8,74,60,0,0,0
5,1496892449,803,20,-8,74,60,0,0,0
5,1496892450,804,1,-8,74,60,0,0,0
5,1496892450,804,2,-8,74,60,0,0,0
5,1496892450,804,3,-8,74,60,0,0,0
5,1496892450,804,4,-8,74,60,0,0,0
5,1496892450,804,5,-6,76,60,0,0,0
5,1496892450,804,6,-6,74,60,0,0,0
5,1496892450,804,7,-6,74,60,0,0,0
5,1496892450,804,8,-8,74,60,0,0,0
5,1496892450,804,9,-6,74,60,0,0,0
5,1496892450,804,10,-8,74,60,0,0,0
5,1496892450,804,11,-8,74,60,0,0,0
5,1496892450,804,12,-8,74,60,0,0,0
5,1496892450,804,13,-8,74,60,0,0,0
5,1496892450,804,14,-6,76,60,0,0,0
5,1496892450,804,15,-6,74,60,0,0,0
5,1496892450,804,16,-6,76,60,0,0,0
5,1496892450,804,17,-8,74,60,0,0,0
5,1496892450,804,18,-6,76,60,0,0,0
5,1496892450,804,19,-6,74,60,0,0,0
5,1496892450,804,20,-8,76,60,0,0,0
5,1496892451,805,1,-8,74,60,0,0,0
5,1496892451,805,2,-8,76,60,0,0,0
5,1496892451,805,3,-8,74,60,0,0,0
5,1496892451,805,4,-8,74,60,0,0,0
5,1496892451,805,5,-8,74,60,0,0,0
5,1496892451,805,6,-6,74,60,0,0,0
5,1496892451,805,7,-8,74,60,0,0,0
5,1496892451,805,8,-8,74,60,0,0,0
5,1496892451,805,9,-8,74,60,0,0,0
5,1496892451,805,10,-8,76,60,0,0,0
5,1496892451,805,11,-8,76,60,0,0,0
5,1496892451,805,12,-8,74,60,0,0,0
5,1496892451,805,13,-8,74,60,0,0,0
5,1496892451,805,14,-8,74,60,0,0,0
5,1496892451,805,15,-8,76,60,0,0,0
5,1496892451,805,16,-8,74,60,0,0,0
5,1496892451,805,17,-8,74,60,0,0,0
5,1496892451,805,18,-8,74,60,0,0,0
5,1496892451,805,19,-8,74,60,0,0,0
5,1496892451,805,20,-8,74,60,0,0,0
5,1496892452,806,1,-8,74,60,0,0,0
5,1496892452,806,2,-8,74,60,0,0,0
5,1496892452,806,3,-6,74,60,0,0,0
5,1496892452,806,4,-6,74,60,0,0,0
5,1496892452,806,5,-8,74,60,0,0,0
5,1496892452,806,6,-8,76,60,0,0,0
5,1496892452,806,7,-8,74,60,0,0,0
5,1496892452,806,8,-8,74,60,0,0,0
5,1496892452,806,9,-6,76,60,0,0,0
5,1496892452,806,10,-6,74,60,0,0,0
5,1496892452,806,11,-6,74,60,0,0,0
5,1496892452,806,12,-6,74,60,0,0,0
5,1496892452,806,13,-8,74,60,0,0,0
5,1496892452,806,14,-8,74,60,0,0,0
5,1496892452,806,15,-8,74,60,0,0,0
5,1496892452,806,16,-8,76,60,0,0,0
5,1496892452,806,17,-8,74,60,0,0,0
5,1496892452,806,18,-6,74,60,0,0,0
5,1496892452,806,19,-8,74,60,0,0,0
5,1496892452,806,20,-6,74,60,0,0,0
5,1496892453,807,1,-8,76,60,0,0,0
5,1496892453,807,2,-8,74,60,0,0,0
5,1496892453,807,3,-6,74,60,0,0,0
5,1496892453,807,4,-8,74,60,0,0,0
5,1496892453,807,5,-8,74,60,0,0,0
5,1496892453,807,6,-8,74,60,0,0,0
5,1496892453,807,7,-6,74,60,0,0,0
5,1496892453,807,8,-6,76,60,0,0,0
5,1496892453,807,9,-6,74,60,0,0,0
5,1496892453,807,10,-8,74,60,0,0,0
5,1496892453,807,11,-6,76,60,0,0,0
5,1496892453,807,12,-10,74,58,0,0,0
5,1496892453,807,13,-8,74,60,0,0,0
5,1496892453,807,14,-6,76,60,0,0,0
5,1496892453,807,15,-8,76,60,0,0,0
5,1496892453,807,16,-8,76,60,0,0,0
5,1496892453,807,17,-8,74,60,0,0,0
5,1496892453,807,18,-8,76,60,0,0,0
5,1496892453,807,19,-8,76,60,0,0,0
5,1496892453,807,20,-8,76,60,0,0,0
5,1496892454,808,1,-8,74,58,0,0,0
5,1496892454,808,2,-6,74,60,0,0,0
5,1496892454,808,3,-8,74,60,0,0,0
5,1496892454,808,4,-8,76,60,0,0,0
5,1496892454,808,5,-8,76,60,0,0,0
5,1496892454,808,6,-8,76,60,0,0,0
5,1496892454,808,7,-8,76,60,0,0,0
5,1496892454,808,8,-8,74,60,0,0,0
5,1496892454,808,9,-8,74,60,0,0,0
5,1496892454,808,10,-8,74,60,0,0,0
5,1496892454,808,11,-8,76,60,0,0,0
5,1496892454,808,12,-8,76,60,0,0,0
5,1496892454,808,13,-24,56,10,-6,-10,4
5,1496892454,808,14,2,74,72,8,-4,4
5,1496892454,808,15,-18,72,68,8,4,4
5,1496892454,808,16,4,72,48,0,2,2
5,1496892454,808,17,10,74,64,0,0,0
5,1496892454,808,18,-4,74,64,0,4,2
5,1496892454,808,19,0,74,60,0,0,0
5,1496892454,808,20,-2,74,56,0,0,0
5,1496892455,809,1,-12,76,62,0,0,0
5,1496892455,809,2,-8,76,60,0,0,0
5,1496892455,809,3,-6,74,60,0,0,0
5,1496892455,809,4,-12,74,60,0,0,0
5,1496892455,809,5,-8,76,62,0,0,0
5,1496892455,809,6,-8,74,58,0,0,0
5,1496892455,809,7,-10,76,60,0,0,0
5,1496892455,809,8,-8,76,60,0,0,0
5,1496892455,809,9,-6,74,60,0,0,0
5,1496892455,809,10,-6,76,60,0,0,0
5,1496892455,809,11,-8,76,60,0,0,0
5,1496892455,809,12,-8,76,60,0,0,0
5,1496892455,809,13,-6,76,60,0,0,0
5,1496892455,809,14,-6,74,60,0,0,0
5,1496892455,809,15,-6,74,60,0,0,0
5,1496892455,809,16,-8,74,60,0,0,0
5,1496892455,809,17,-18,50,58,16,-86,2
5,1496892455,809,18,-14,76,74,32,-4,18
5,1496892455,809,19,-16,78,54,-2,2,2
5,1496892455,809,20,-4,76,58,0,0,0
5,1496892456,810,1,-6,76,58,-4,0,0
5,1496892456,810,2,-6,76,56,-2,0,0
5,1496892456,810,3,-6,76,56,-2,0,0
5,1496892456,810,4,-6,76,58,0,0,0
5,1496892456,810,5,-4,76,56,2,0,2
5,1496892456,810,6,-6,76,56,0,0,0
5,1496892456,810,7,-6,76,58,0,0,0
5,1496892456,810,8,-6,76,58,0,0,0
5,1496892456,810,9,-6,76,58,0,0,0
5,1496892456,810,10,-6,76,58,0,0,0
5,1496892456,810,11,-6,76,56,0,0,0
5,1496892456,810,12,-6,78,56,0,0,0
5,1496892456,810,13,-6,76,58,0,0,0
5,1496892456,810,14,-6,78,58,0,0,0
5,1496892456,810,15,-6,78,58,0,0,0
5,1496892456,810,16,-6,78,56,0,0,0
5,1496892456,810,17,-6,78,58,0,0,0
5,1496892456,810,18,-6,78,58,0,0,0
5,1496892456,810,19,-6,78,58,0,0,0
5,1496892456,810,20,-6,78,58,0,0,0
